author_type,district,floor,price,rooms_count,total_meters,year_of_construction
2.0,2.9,2.0,2700000.0,1.0,20.1,1972
4.0,3.4,2.0,5200000.0,1.0,35.1,2027
2.0,2.9,1.0,4280000.0,1.0,41.0,2023
2.0,3.7,1.0,2800000.0,1.0,29.1,1979
4.0,3.7,4.0,6000000.0,1.0,35.3,2028
2.0,3.7,13.0,4299000.0,1.0,37.0,2014
2.0,2.5,5.0,7800000.0,1.0,45.7,2016
4.0,3.9,23.0,10590000.0,1.0,42.15,2025
2.0,4.0,4.0,2450000.0,1.0,29.5,1963
4.0,3.8,18.0,8581300.0,1.0,37.31,2026
2.0,2.5,7.0,4490000.0,1.0,40.1,2020
2.0,2.5,5.0,7499000.0,1.0,43.2,2020
4.0,2.9,2.0,4180000.0,1.0,39.2,2024
2.0,4.2,1.0,4450000.0,1.0,42.0,2005
2.0,4.4,3.0,2999000.0,1.0,27.6,2015
4.0,3.7,2.0,6880000.0,1.0,46.0,2028
2.0,4.0,4.0,4450000.0,1.0,31.7,1988
5.0,2.5,7.0,2800000.0,1.0,48.0,2027
4.0,4.0,14.0,6100000.0,1.0,44.5,2010
2.0,2.5,4.0,3230000.0,1.0,32.5,2011
4.0,2.9,14.0,4900000.0,1.0,33.7,2025
2.0,3.3,2.0,4750000.0,1.0,34.2,2017
2.0,4.0,7.0,4000000.0,1.0,30.0,1987
4.0,3.7,2.0,4600000.0,1.0,30.82,2026
2.0,3.7,4.0,4000000.0,1.0,40.1,2022
4.0,3.7,4.0,7100000.0,1.0,44.3,2028
2.0,3.3,1.0,2000000.0,1.0,20.4,2013
4.0,3.4,17.0,7414000.0,1.0,37.07,2025
2.0,3.3,5.0,4750000.0,1.0,37.3,2020
4.0,3.7,3.0,4700000.0,1.0,29.65,2026
2.0,3.7,4.0,4800000.0,1.0,43.5,2001
2.0,2.9,4.0,3800000.0,1.0,36.8,2016
4.0,2.5,5.0,6865000.0,1.0,42.3,2027
4.0,3.7,20.0,5900000.0,1.0,35.3,2025
2.0,3.7,10.0,2499000.0,1.0,19.3,2015
4.0,3.4,13.0,8760508.0,1.0,48.54,2027
2.0,2.5,1.0,2950000.0,1.0,32.5,2020
4.0,3.7,4.0,5400000.0,1.0,37.1,2028
2.0,2.5,10.0,8400000.0,1.0,37.2,2024
4.0,3.3,5.0,4973000.0,1.0,34.78,2026
4.0,2.5,7.0,5925000.0,1.0,32.9,2027
2.0,3.2,10.0,4810000.0,1.0,47.4,2024
2.0,4.4,2.0,2400000.0,1.0,30.5,1967
5.0,2.5,11.0,7100000.0,1.0,48.9,2026
5.0,4.2,5.0,740000.0,1.0,33.0,1993
2.0,3.3,4.0,5560000.0,1.0,41.4,2027
4.0,3.3,1.0,5000000.0,1.0,34.2,2027
2.0,3.3,1.0,2950000.0,1.0,36.0,1988
4.0,3.9,18.0,12600000.0,1.0,47.4,2024
2.0,2.9,2.0,3000000.0,1.0,29.0,1974
2.0,4.4,2.0,3090000.0,1.0,30.6,1974
4.0,3.7,3.0,7560000.0,1.0,46.7,2028
2.0,3.3,4.0,3640000.0,1.0,30.3,1989
2.0,2.9,1.0,3300000.0,1.0,34.0,2015
2.0,3.7,5.0,3161100.0,1.0,25.7,2026
2.0,4.0,4.0,4700000.0,1.0,27.6,1965
2.0,3.7,5.0,3550000.0,1.0,25.0,2015
4.0,4.0,19.0,12200000.0,1.0,42.0,2024
2.0,4.0,5.0,3900000.0,1.0,31.2,2022
2.0,2.9,1.0,3699999.0,1.0,29.5,1985
4.0,3.7,2.0,9860000.0,1.0,51.9,2028
2.0,4.4,12.0,2390000.0,1.0,23.1,2014
4.0,3.7,2.0,5150000.0,1.0,33.9,2028
2.0,2.5,6.0,5500000.0,1.0,29.5,1972
2.0,2.9,1.0,2650000.0,1.0,19.7,2018
4.0,3.7,2.0,4600000.0,1.0,28.32,2026
2.0,3.7,8.0,5300000.0,1.0,34.0,2017
2.0,3.7,4.0,3150000.0,1.0,37.2,1987
4.0,4.0,16.0,9372510.0,1.0,40.3,2025
2.0,4.2,1.0,3600000.0,1.0,40.1,1989
2.0,3.7,17.0,2470000.0,1.0,25.1,2012
4.0,3.9,14.0,10200000.0,1.0,39.1,2024
2.0,2.5,5.0,7090000.0,1.0,38.2,2016
2.0,3.7,3.0,2850000.0,1.0,30.5,1981
4.0,3.4,4.0,5800000.0,1.0,38.2,2027
2.0,3.7,2.0,3900000.0,1.0,34.3,2007
2.0,3.7,7.0,2600000.0,1.0,20.8,2016
4.0,4.0,15.0,9357200.0,1.0,40.7,2025
2.0,4.4,9.0,2280000.0,1.0,19.5,2012
4.0,3.3,8.0,5700000.0,1.0,41.4,2026
2.0,3.7,19.0,4700000.0,1.0,37.9,2019
2.0,2.9,6.0,3200000.0,1.0,37.4,2015
4.0,3.3,1.0,6084385.0,1.0,41.1,2024
2.0,3.7,7.0,3990000.0,1.0,34.5,2004
4.0,3.4,7.0,6759900.0,1.0,39.4,2026
2.0,3.9,2.0,7490000.0,1.0,41.0,2002
2.0,2.9,10.0,4550000.0,1.0,38.6,2015
2.0,4.0,16.0,6600000.0,1.0,37.3,2022
2.0,3.3,7.0,4800000.0,1.0,37.3,2014
2.0,4.0,16.0,7200000.0,1.0,42.4,2022
2.0,3.4,16.0,4850000.0,1.0,38.2,2019
2.0,2.9,15.0,4900000.0,1.0,46.0,2016
4.0,2.9,1.0,8200600.0,1.0,42.1,2026
2.0,2.5,10.0,4900000.0,1.0,46.0,2005
2.0,2.5,18.0,8300000.0,1.0,42.1,2024
2.0,4.0,8.0,4950000.0,1.0,34.9,2022
2.0,2.5,24.0,8828750.0,1.0,49.41,2024
2.0,4.4,1.0,5000000.0,1.0,37.6,2020
2.0,4.4,9.0,5200000.0,1.0,37.0,2013
2.0,2.5,21.0,6666600.0,1.0,40.65,2026
2.0,3.3,8.0,5200000.0,1.0,36.6,2021
2.0,3.3,9.0,5380000.0,1.0,47.2,2024
4.0,2.9,14.0,4500000.0,1.0,41.7,2026
2.0,3.3,8.0,5390000.0,1.0,47.2,2024
2.0,4.0,5.0,5400000.0,1.0,32.4,2023
4.0,2.9,11.0,4190000.0,1.0,37.0,2024
2.0,4.0,2.0,5499000.0,1.0,38.4,1998
2.0,3.7,24.0,5600000.0,1.0,38.0,2015
4.0,3.3,5.0,5600000.0,1.0,41.4,2027
2.0,2.9,8.0,3950000.0,1.0,31.3,2025
2.0,3.4,16.0,6000000.0,1.0,39.3,2024
4.0,4.4,2.0,6531600.0,1.0,41.0,2026
2.0,2.9,12.0,5500000.0,1.0,42.4,2020
2.0,3.3,4.0,3200000.0,1.0,29.5,1989
2.0,3.3,2.0,5800000.0,1.0,41.4,2026
2.0,3.7,2.0,5600000.0,1.0,32.0,1964
2.0,3.3,3.0,3100000.0,1.0,29.9,1982
4.0,2.5,2.0,6104700.0,1.0,41.4,2026
2.0,3.7,20.0,4100000.0,1.0,35.0,2022
2.0,4.2,6.0,5723720.0,1.0,38.64,2028
2.0,3.7,3.0,3200000.0,1.0,39.5,2015
2.0,3.7,2.0,2000000.0,1.0,18.4,2017
4.0,3.7,10.0,4670000.0,1.0,41.36,2025
2.0,2.9,6.0,3800000.0,1.0,35.0,2016
2.0,3.4,10.0,4050000.0,1.0,42.0,2018
2.0,3.8,6.0,6977520.0,1.0,35.24,2028
4.0,2.5,1.0,10910000.0,1.0,66.57,2028
2.0,3.7,13.0,4150000.0,1.0,31.3,2024
2.0,3.7,6.0,3149000.0,1.0,31.3,1986
4.0,3.4,3.0,6736000.0,1.0,39.6,2026
2.0,4.4,1.0,2800000.0,1.0,28.3,1972
2.0,2.9,3.0,3000000.0,1.0,28.5,1975
4.0,3.9,17.0,11600000.0,1.0,45.6,2024
2.0,2.9,6.0,3999000.0,1.0,32.0,1972
2.0,3.3,4.0,5500000.0,1.0,41.4,2027
2.0,3.7,1.0,4200000.0,1.0,42.6,1970
4.0,2.9,1.0,4600000.0,1.0,45.1,2026
2.0,3.4,1.0,3789000.0,1.0,28.7,2019
4.0,3.3,1.0,6193110.0,1.0,42.9,2024
2.0,3.7,17.0,4000000.0,1.0,47.0,2022
2.0,2.5,1.0,3230000.0,1.0,32.7,2019
4.0,2.5,18.0,5910000.0,1.0,34.32,2026
2.0,4.2,3.0,3990000.0,1.0,31.8,1994
4.0,3.3,7.0,4150000.0,1.0,26.7,2027
2.0,3.7,9.0,3100000.0,1.0,31.8,1987
2.0,3.7,5.0,4150000.0,1.0,37.0,2017
4.0,3.3,5.0,6399231.0,1.0,43.7,2024
4.0,3.4,2.0,4750000.0,1.0,26.41,2026
2.0,3.9,17.0,11200000.0,1.0,52.0,2002
2.0,3.7,6.0,3000000.0,1.0,36.3,2014
4.0,2.5,6.0,6800000.0,1.0,39.2,2026
2.0,3.7,7.0,4200000.0,1.0,33.0,2014
4.0,3.7,15.0,6350000.0,1.0,37.0,2026
2.0,2.5,1.0,4300000.0,1.0,36.6,1988
2.0,4.2,6.0,3000000.0,1.0,29.9,1978
2.0,2.5,19.0,6534000.0,1.0,39.6,2026
2.0,3.7,6.0,4350000.0,1.0,35.2,2024
2.0,4.4,5.0,2050000.0,1.0,21.9,2011
4.0,2.5,1.0,5905500.0,1.0,39.4,2026
2.0,3.4,19.0,11000000.0,1.0,40.3,2019
2.0,2.9,4.0,2600000.0,1.0,29.2,1978
2.0,2.9,14.0,5000000.0,1.0,33.7,2025
2.0,4.0,3.0,4800000.0,1.0,30.6,1962
2.0,3.3,1.0,3900000.0,1.0,26.5,2027
4.0,2.9,10.0,5510200.0,1.0,42.23,2026
2.0,3.7,1.0,4450000.0,1.0,38.5,2007
2.0,3.7,8.0,2950000.0,1.0,34.0,1972
4.0,4.0,17.0,7700000.0,1.0,42.7,2025
2.0,3.4,1.0,4600000.0,1.0,40.0,1969
2.0,4.2,3.0,3250000.0,1.0,30.2,1994
4.0,3.4,24.0,7200000.0,1.0,41.57,2026
2.0,3.7,16.0,4300000.0,1.0,41.2,2024
2.0,3.7,7.0,3250000.0,1.0,33.1,1991
4.0,4.0,1.0,9513900.0,1.0,52.9,2023
2.0,2.5,12.0,4255000.0,1.0,23.0,2024
2.0,3.8,1.0,6302300.0,1.0,33.17,2028
2.0,2.9,17.0,4600000.0,1.0,40.7,2015
2.0,4.4,4.0,2500000.0,1.0,21.6,2013
2.0,4.2,2.0,6276520.0,1.0,40.17,2028
2.0,2.5,2.0,4250000.0,1.0,41.0,1996
5.0,2.9,11.0,5950000.0,1.0,34.0,2025
2.0,3.3,3.0,3300000.0,1.0,31.1,2017
2.0,3.7,4.0,3300000.0,1.0,32.5,2017
2.0,3.3,2.0,3300000.0,1.0,28.4,1968
2.0,2.5,1.0,3300000.0,1.0,32.5,2018
2.0,3.7,8.0,3300000.0,1.0,38.1,2016
2.0,3.7,3.0,3300000.0,1.0,29.3,1989
2.0,2.5,9.0,3300000.0,1.0,27.5,1989
2.0,3.7,3.0,3300000.0,1.0,39.7,1992
2.0,3.7,4.0,3300000.0,1.0,29.0,1978
2.0,3.7,6.0,3300000.0,1.0,31.3,2016
2.0,3.7,4.0,3309009.0,1.0,33.8,1973
2.0,2.9,2.0,3300000.0,1.0,28.6,1977
2.0,2.9,2.0,3300000.0,1.0,31.2,1959
2.0,2.9,2.0,3300000.0,1.0,30.2,1969
2.0,3.7,3.0,3300000.0,1.0,32.7,2001
2.0,4.4,3.0,3300000.0,1.0,32.0,2013
2.0,3.4,5.0,3390000.0,1.0,31.9,2019
2.0,3.4,1.0,3380000.0,1.0,32.0,1960
2.0,2.9,5.0,3350000.0,1.0,22.5,2014
2.0,3.7,2.0,3350000.0,1.0,32.4,2018
2.0,3.7,14.0,3350000.0,1.0,20.1,2024
2.0,2.9,2.0,3360000.0,1.0,31.9,1963
2.0,3.7,5.0,3350000.0,1.0,28.2,2016
2.0,4.4,4.0,3350000.0,1.0,30.3,1969
2.0,4.4,11.0,3350000.0,1.0,20.0,2021
2.0,3.4,1.0,3350000.0,1.0,28.5,1992
2.0,2.9,7.0,3350000.0,1.0,32.0,2024
2.0,3.7,8.0,3350000.0,1.0,25.8,2015
2.0,3.7,1.0,3350000.0,1.0,37.9,2016
2.0,3.7,4.0,3399000.0,1.0,32.4,2012
2.0,3.4,5.0,3400000.0,1.0,30.5,1967
2.0,3.7,2.0,3400000.0,1.0,37.8,2019
2.0,2.9,5.0,3400000.0,1.0,28.2,2021
2.0,3.7,9.0,3400000.0,1.0,37.6,2022
2.0,3.3,1.0,3400000.0,1.0,34.4,1987
2.0,2.9,17.0,3400000.0,1.0,26.0,2019
2.0,3.7,2.0,3400000.0,1.0,29.0,2015
2.0,4.4,8.0,3400000.0,1.0,30.0,2011
2.0,3.3,1.0,3400000.0,1.0,37.6,1989
2.0,3.7,10.0,3400000.0,1.0,29.0,2020
2.0,2.9,1.0,3400000.0,1.0,28.1,1981
2.0,2.9,5.0,3450000.0,1.0,37.0,2016
2.0,3.4,7.0,3470000.0,1.0,32.6,1975
2.0,2.5,10.0,3450000.0,1.0,34.0,2024
2.0,4.0,5.0,3450000.0,1.0,22.1,2012
2.0,3.7,9.0,3450000.0,1.0,32.4,2018
2.0,4.2,12.0,3450000.0,1.0,25.5,2017
2.0,2.9,2.0,3470000.0,1.0,34.0,2016
2.0,2.5,9.0,3499000.0,1.0,40.9,2020
2.0,2.5,10.0,3470000.0,1.0,48.94,2020
2.0,3.7,5.0,3450000.0,1.0,31.3,2016
2.0,3.7,3.0,3500000.0,1.0,28.8,2017
2.0,4.2,2.0,3500000.0,1.0,38.6,1994
2.0,3.7,6.0,3500000.0,1.0,42.0,2022
2.0,3.7,8.0,3500000.0,1.0,29.9,1985
2.0,3.3,1.0,3500000.0,1.0,31.4,2017
2.0,2.9,5.0,3500000.0,1.0,29.7,1977
2.0,3.7,10.0,3500000.0,1.0,40.4,2018
2.0,3.3,3.0,3500000.0,1.0,23.0,2014
2.0,3.3,1.0,3500000.0,1.0,38.2,1980
2.0,3.7,7.0,3500000.0,1.0,29.4,1985
2.0,3.7,3.0,3500000.0,1.0,32.8,2017
2.0,3.3,1.0,3500000.0,1.0,32.3,2017
2.0,3.3,5.0,3500000.0,1.0,30.1,2017
2.0,3.7,3.0,3500000.0,1.0,35.2,2014
2.0,2.5,10.0,3500000.0,1.0,32.7,2019
2.0,4.0,9.0,3500000.0,1.0,25.37,2025
2.0,4.4,2.0,3500000.0,1.0,28.0,2013
2.0,2.5,10.0,3500000.0,1.0,37.8,2024
2.0,3.7,2.0,3500000.0,1.0,34.1,2019
2.0,3.7,4.0,3500000.0,1.0,29.7,1973
2.0,3.7,1.0,3500000.0,1.0,39.2,2016
2.0,4.0,4.0,3500000.0,1.0,25.2,1961
2.0,3.7,2.0,3500000.0,1.0,36.5,2015
2.0,3.4,1.0,3500000.0,1.0,30.0,1960
2.0,4.4,9.0,3500000.0,1.0,30.0,2010
2.0,4.4,4.0,3500000.0,1.0,31.6,2011
2.0,2.9,2.0,3500000.0,1.0,29.7,1991
2.0,3.7,1.0,3500000.0,1.0,35.0,2022
2.0,3.7,4.0,3500000.0,1.0,30.0,2017
2.0,3.7,1.0,3550000.0,1.0,37.3,2017
2.0,3.4,5.0,3590000.0,1.0,31.9,1960
2.0,3.7,11.0,3550000.0,1.0,32.0,2017
2.0,2.5,7.0,3550000.0,1.0,39.3,2027
2.0,3.7,15.0,3550000.0,1.0,36.1,2013
2.0,2.9,1.0,3550000.0,1.0,29.5,1966
2.0,2.5,4.0,3580000.0,1.0,42.2,2015
2.0,2.9,5.0,3550000.0,1.0,27.6,2018
2.0,2.9,1.0,3590000.0,1.0,28.9,1979
2.0,2.9,1.0,3550000.0,1.0,23.0,2015
2.0,3.4,4.0,3550000.0,1.0,29.9,2019
2.0,2.9,3.0,3600000.0,1.0,38.9,2016
2.0,4.4,2.0,3600000.0,1.0,32.0,1961
2.0,2.9,1.0,3600000.0,1.0,28.1,2024
2.0,3.7,2.0,3600000.0,1.0,40.5,2018
2.0,3.3,8.0,3600000.0,1.0,28.0,2015
2.0,3.7,2.0,3600000.0,1.0,32.4,1963
2.0,3.3,9.0,3600000.0,1.0,33.8,1971
2.0,3.3,14.0,3640000.0,1.0,24.0,2015
2.0,3.8,3.0,3600000.0,1.0,22.5,1972
2.0,3.4,3.0,3600000.0,1.0,34.8,1982
2.0,2.5,6.0,3600000.0,1.0,33.0,2017
2.0,3.4,5.0,3600000.0,1.0,28.7,1977
2.0,3.7,10.0,3600000.0,1.0,38.4,2021
2.0,2.5,8.0,3600000.0,1.0,48.3,2024
2.0,2.9,8.0,3600000.0,1.0,36.4,1981
2.0,4.2,1.0,3600000.0,1.0,38.3,1990
2.0,4.0,3.0,3600000.0,1.0,30.7,2022
2.0,3.7,2.0,3600000.0,1.0,41.8,2013
2.0,2.9,2.0,3600000.0,1.0,35.0,2014
2.0,3.4,4.0,3600000.0,1.0,30.8,1971
2.0,4.4,8.0,3635000.0,1.0,28.9,2013
2.0,4.0,3.0,3600000.0,1.0,34.2,1998
2.0,3.7,2.0,3600000.0,1.0,34.8,1989
2.0,4.0,2.0,3600000.0,1.0,28.2,1961
2.0,2.9,3.0,3650000.0,1.0,30.2,1974
2.0,3.4,2.0,3650000.0,1.0,31.2,2019
2.0,2.9,13.0,3690000.0,1.0,28.0,2014
2.0,2.5,1.0,3690000.0,1.0,29.1,1970
2.0,3.7,5.0,3650000.0,1.0,48.0,2023
2.0,2.5,3.0,3650000.0,1.0,48.5,2023
2.0,2.9,8.0,3650000.0,1.0,29.7,1970
2.0,3.7,2.0,3650000.0,1.0,37.8,2015
2.0,3.7,11.0,3650000.0,1.0,30.2,2022
2.0,4.4,2.0,3650000.0,1.0,34.3,2013
2.0,3.7,7.0,3690000.0,1.0,32.0,2022
2.0,2.5,2.0,3700000.0,1.0,32.7,1970
2.0,3.7,3.0,3700000.0,1.0,30.0,1966
2.0,3.3,1.0,3700000.0,1.0,30.9,1960
2.0,4.0,1.0,3720000.0,1.0,31.5,2022
2.0,3.3,3.0,3700000.0,1.0,31.6,1968
2.0,2.9,4.0,3710000.0,1.0,32.6,1963
2.0,3.7,3.0,3700000.0,1.0,46.6,2013
2.0,2.9,7.0,3700000.0,1.0,32.3,1980
2.0,4.4,2.0,3700000.0,1.0,28.5,1975
2.0,3.7,4.0,3700000.0,1.0,37.7,2014
2.0,2.9,4.0,3700000.0,1.0,29.8,1974
2.0,3.7,7.0,3700000.0,1.0,37.5,2011
2.0,2.9,8.0,3700000.0,1.0,29.4,1969
2.0,2.5,1.0,3700000.0,1.0,25.4,2010
2.0,2.9,9.0,3700000.0,1.0,32.3,2015
2.0,3.4,1.0,3700000.0,1.0,31.6,1977
2.0,3.4,4.0,3700000.0,1.0,31.0,2019
2.0,3.3,1.0,3700000.0,1.0,29.0,2017
2.0,2.5,7.0,3700000.0,1.0,59.0,2024
2.0,2.9,4.0,3700000.0,1.0,41.1,1993
2.0,3.4,9.0,3700000.0,1.0,29.5,1977
2.0,3.7,10.0,3700000.0,1.0,38.3,2023
2.0,3.3,2.0,3700000.0,1.0,32.1,1978
2.0,2.9,1.0,3750000.0,1.0,36.7,2015
2.0,2.5,1.0,3750000.0,1.0,31.9,1966
2.0,4.2,9.0,3750000.0,1.0,38.0,1995
2.0,3.3,5.0,3790000.0,1.0,24.0,2023
2.0,4.2,7.0,3750000.0,1.0,30.5,1990
2.0,3.7,8.0,3799000.0,1.0,30.0,1987
2.0,3.3,1.0,3790000.0,1.0,30.0,1987
2.0,4.2,1.0,3750000.0,1.0,21.1,1980
2.0,4.4,10.0,3750000.0,1.0,20.1,2024
2.0,4.0,5.0,3750000.0,1.0,30.8,2022
2.0,3.4,2.0,3790000.0,1.0,31.0,1966
2.0,3.3,2.0,3750000.0,1.0,36.4,2017
2.0,4.2,1.0,3770000.0,1.0,37.5,1990
2.0,3.7,5.0,3750000.0,1.0,42.6,2014
2.0,2.9,3.0,3780000.0,1.0,30.5,1973
2.0,2.5,7.0,3750000.0,1.0,39.3,2020
2.0,2.9,6.0,3800000.0,1.0,31.3,1974
2.0,2.9,2.0,3800000.0,1.0,29.7,1974
2.0,3.4,5.0,3800000.0,1.0,31.3,2019
2.0,2.5,10.0,3800000.0,1.0,37.0,2011
2.0,4.0,2.0,3800000.0,1.0,27.0,2015
2.0,2.5,3.0,3800000.0,1.0,32.2,2013
2.0,2.9,9.0,3800000.0,1.0,26.6,2020
2.0,2.5,2.0,3800000.0,1.0,40.7,2013
2.0,3.4,1.0,3800000.0,1.0,35.6,1959
2.0,3.3,1.0,3800000.0,1.0,31.0,2017
2.0,3.7,1.0,3800000.0,1.0,33.9,2012
2.0,2.9,4.0,3800000.0,1.0,32.0,2015
2.0,2.9,6.0,3800000.0,1.0,29.4,1973
2.0,2.9,9.0,3800000.0,1.0,29.5,2014
2.0,3.4,2.0,3800000.0,1.0,29.0,1975
2.0,3.7,5.0,3800000.0,1.0,48.0,2017
2.0,2.9,3.0,3850000.0,1.0,33.0,2016
2.0,2.9,10.0,3850000.0,1.0,36.9,2012
2.0,4.4,1.0,3850000.0,1.0,34.5,2013
2.0,2.5,4.0,3880000.0,1.0,29.3,2020
2.0,3.3,5.0,3850000.0,1.0,30.2,1974
2.0,3.7,7.0,3850000.0,1.0,31.0,2025
2.0,2.9,1.0,3850000.0,1.0,38.0,2015
2.0,3.7,10.0,3860000.0,1.0,34.9,2019
2.0,2.9,5.0,3850000.0,1.0,32.6,2023
2.0,3.3,1.0,3850000.0,1.0,29.0,2017
2.0,2.9,3.0,3900000.0,1.0,36.0,2015
2.0,2.5,2.0,3900000.0,1.0,32.5,1969
2.0,4.0,2.0,3900000.0,1.0,31.0,1976
2.0,2.5,7.0,3920000.0,1.0,37.8,2018
2.0,2.9,10.0,3900000.0,1.0,32.3,2017
2.0,3.3,6.0,3900000.0,1.0,32.1,1972
2.0,2.9,2.0,3900000.0,1.0,30.4,1965
2.0,3.3,6.0,3900000.0,1.0,36.1,1987
2.0,2.5,3.0,3900000.0,1.0,42.0,2011
2.0,2.9,7.0,3900000.0,1.0,27.0,2022
2.0,2.5,10.0,3910000.0,1.0,32.5,2024
2.0,3.7,6.0,3900000.0,1.0,36.6,2020
2.0,3.4,1.0,3900000.0,1.0,30.9,2019
2.0,3.9,4.0,3900000.0,1.0,31.0,1965
2.0,4.2,3.0,3900000.0,1.0,28.7,1994
2.0,3.7,1.0,3900000.0,1.0,51.7,2012
2.0,2.9,7.0,3900000.0,1.0,36.8,2015
2.0,2.5,9.0,3930000.0,1.0,30.2,1979
2.0,2.5,5.0,3900000.0,1.0,32.5,1965
2.0,3.7,13.0,3900000.0,1.0,41.9,2022
2.0,3.3,5.0,3900000.0,1.0,37.0,1989
2.0,3.3,3.0,3900000.0,1.0,29.0,2017
2.0,3.7,17.0,3900000.0,1.0,42.8,2013
2.0,2.9,5.0,3950000.0,1.0,31.0,1962
2.0,4.2,6.0,3990000.0,1.0,38.0,1994
2.0,3.7,2.0,3950000.0,1.0,45.0,2017
2.0,3.8,1.0,3970000.0,1.0,22.0,2007
2.0,3.7,6.0,3950000.0,1.0,40.5,2018
2.0,4.0,4.0,3999000.0,1.0,28.9,1964
2.0,3.7,7.0,3950000.0,1.0,33.0,2015
2.0,3.3,15.0,3999000.0,1.0,28.1,2014
2.0,3.7,16.0,3999000.0,1.0,32.7,2014
2.0,4.0,8.0,3999000.0,1.0,20.8,2013
2.0,3.3,1.0,3980000.0,1.0,36.5,2017
2.0,4.0,1.0,3999999.0,1.0,28.6,1967
2.0,2.5,8.0,3990000.0,1.0,42.4,2020
2.0,2.9,3.0,3950000.0,1.0,39.0,2014
2.0,3.3,3.0,3990000.0,1.0,31.0,1963
2.0,3.7,1.0,3997000.0,1.0,37.4,2017
2.0,3.7,7.0,3950000.0,1.0,38.0,2017
2.0,3.7,1.0,3950000.0,1.0,42.0,2013
2.0,4.0,3.0,4010000.0,1.0,29.1,2018
2.0,2.9,1.0,4000000.0,1.0,31.1,1962
2.0,3.3,3.0,4000000.0,1.0,34.2,1992
2.0,3.7,13.0,4000000.0,1.0,34.7,2015
2.0,2.5,7.0,4000000.0,1.0,42.2,2011
2.0,2.9,2.0,4000000.0,1.0,30.7,1963
2.0,2.9,3.0,4000000.0,1.0,39.0,2014
2.0,2.5,1.0,4000000.0,1.0,29.9,1970
2.0,2.9,4.0,4000000.0,1.0,31.5,1963
2.0,2.5,6.0,4000000.0,1.0,35.9,1987
2.0,2.9,10.0,4000000.0,1.0,32.6,2009
2.0,2.9,3.0,4000000.0,1.0,38.9,2015
2.0,2.9,1.0,4000000.0,1.0,33.43,2015
2.0,3.7,12.0,4000000.0,1.0,37.9,2024
2.0,2.5,4.0,4000000.0,1.0,32.0,1974
2.0,3.7,7.0,4000000.0,1.0,40.0,2011
2.0,2.9,1.0,4090000.0,1.0,36.8,2012
2.0,2.9,3.0,4050000.0,1.0,37.6,2012
2.0,2.5,8.0,4050000.0,1.0,42.5,2011
2.0,2.5,12.0,4050000.0,1.0,21.6,2023
2.0,4.0,1.0,4050000.0,1.0,30.2,1967
2.0,4.2,1.0,4050000.0,1.0,34.1,1995
2.0,3.7,2.0,4050000.0,1.0,33.4,1991
2.0,3.7,8.0,4100000.0,1.0,30.6,2022
2.0,4.0,2.0,4100000.0,1.0,29.2,1969
2.0,3.3,5.0,4100000.0,1.0,32.6,1959
2.0,3.7,5.0,4100000.0,1.0,37.3,2014
2.0,3.4,4.0,4100000.0,1.0,24.5,2020
2.0,2.9,3.0,4140000.0,1.0,34.2,2014
2.0,4.0,10.0,4100000.0,1.0,25.8,2023
2.0,2.5,8.0,4100000.0,1.0,36.7,2010
2.0,3.3,2.0,4100000.0,1.0,31.7,1960
2.0,3.3,9.0,4100000.0,1.0,38.0,2017
2.0,3.7,7.0,4100000.0,1.0,33.0,2018
2.0,4.2,4.0,4100000.0,1.0,21.0,1994
2.0,4.2,2.0,4100000.0,1.0,39.0,1994
2.0,4.0,5.0,4100000.0,1.0,34.5,1999
2.0,2.9,3.0,4100000.0,1.0,40.0,2018
2.0,2.5,9.0,4100000.0,1.0,45.2,2020
2.0,4.0,2.0,4100000.0,1.0,29.7,1965
2.0,3.7,2.0,4100000.0,1.0,48.1,2017
2.0,2.5,4.0,4100000.0,1.0,43.0,2020
2.0,3.3,2.0,4100000.0,1.0,31.0,2017
2.0,3.4,1.0,4100000.0,1.0,30.0,2019
2.0,2.5,7.0,4100000.0,1.0,34.0,2008
2.0,2.9,4.0,4100000.0,1.0,34.0,2015
2.0,4.2,1.0,4100000.0,1.0,31.6,1961
2.0,2.5,1.0,4100000.0,1.0,30.0,1988
2.0,2.9,10.0,4100000.0,1.0,35.9,2016
2.0,3.3,3.0,4150000.0,1.0,37.2,2017
2.0,2.5,2.0,4150000.0,1.0,20.3,2023
2.0,3.4,1.0,4150000.0,1.0,29.4,2011
2.0,2.9,2.0,4150000.0,1.0,34.5,2016
2.0,4.0,5.0,4150000.0,1.0,30.3,1964
2.0,2.9,2.0,4150000.0,1.0,30.9,1959
2.0,2.9,4.0,4199000.0,1.0,30.8,1965
2.0,4.4,1.0,4150000.0,1.0,43.8,2012
2.0,2.5,7.0,4150000.0,1.0,42.6,2012
2.0,4.2,7.0,4150000.0,1.0,29.6,1973
2.0,3.7,5.0,4150000.0,1.0,41.3,2017
2.0,3.7,6.0,4150000.0,1.0,63.6,2015
2.0,2.9,6.0,4192000.0,1.0,36.83,2015
2.0,3.7,7.0,4150000.0,1.0,32.3,1975
2.0,3.7,9.0,4150000.0,1.0,48.1,2017
2.0,2.9,3.0,4200000.0,1.0,40.0,2015
2.0,2.5,3.0,4240000.0,1.0,42.0,2016
2.0,3.7,5.0,4200000.0,1.0,40.2,2023
2.0,2.9,8.0,4200000.0,1.0,29.0,2023
